,Appetizers,Beverages,Breads,Breakfast and Brunch,Cocktails,Condiments and Sauces,Desserts,Lunch,Main Dishes,Salads,Side Dishes,Snacks,Soups
Marshmallow-Brownies-with-Salted-Almonds-685094,0,0,0,0,0,0,1,0,0,0,0,0,0
Mexican-Brownies-576677,0,0,0,0,0,0,1,0,0,0,0,0,0
Microwave-Coffee-Mug-Brownies-1227634,0,0,0,0,0,0,1,0,0,0,0,0,0
Midnight-Dark-Chocolate-Brownies-899296,0,0,0,0,0,0,1,0,0,0,0,0,0
Midnight-Molten-Brownie-Cupcakes-1270794,0,0,0,0,0,0,1,0,0,0,0,0,0
Midnight-Molten-Brownie-Cupcakes-759060,0,0,0,0,0,0,1,0,0,0,0,0,0
Mile-High-Guinness-Brownies-with-Guinness-Buttercream-Frosting-1583239,0,0,0,0,0,0,1,0,0,0,0,0,0
Mini-Brownie-Fruit-Pizzas-with-Cream-Cheese-Frosting-1683298,0,0,0,0,0,0,1,0,0,0,0,0,0
Mini-Grasshopper-Brownie-Delights-1236285,0,0,0,0,0,0,1,0,0,0,0,0,0
Mint-Brownies-with-Chocolate-Ganache-1016482,0,0,0,0,0,0,1,0,0,0,0,0,0
Mississippi-Mud-Brownies-1092242,0,0,0,0,0,0,1,0,0,0,0,0,0
Mississippi-Mud-Brownies-482443,0,0,0,0,0,0,1,0,0,0,0,0,0
Mississippi-mud-brownies-_a_k_a_-the-tim-riggins-brownie_-371018,0,0,0,0,0,0,1,0,0,0,0,0,0
Mocha-Brownie-Cookies-469910,0,0,0,0,0,0,1,0,0,0,0,0,0
Mocha-Brownies-482384,0,0,0,0,0,0,1,0,0,0,0,0,0
Mocha-Brownies-622258,0,0,0,0,0,0,1,0,0,0,0,0,0
Mocha-Brownies-with-coffee-frosting-and-oreos-1571367,0,0,0,0,0,0,1,0,0,0,0,0,0
Mocha-Chip-Brownies-1101593,0,0,0,0,0,0,1,0,0,0,0,0,0
Mocha-Fudge-Skillet-Brownies-1258487,0,0,0,0,0,0,1,0,0,0,0,0,0
Mocha-Walnut-Brownies-1324730,0,0,0,0,0,0,1,0,0,0,0,0,0
My-Favorite-Fudgy-Brownies-677625,0,0,0,0,0,0,1,0,0,0,0,0,0
NIGEL-SLATERS-BROWNIES-1520433,0,0,0,0,0,0,1,0,0,0,0,0,0
Nannys-Best-Chocolate-Brownie-Muffins-1300337,0,0,1,0,0,0,1,0,0,0,0,0,0
Nannys-Chocolate-Fudge-Brownie-Cake-1622634,0,0,0,0,0,0,1,0,0,0,0,0,0
No-Bake-Brownies-771069,0,0,0,0,0,0,1,0,0,0,0,0,0
No-Bake-Brownies-with-Fudgy-Fat-Free-Frosting-1598387,0,0,0,0,0,0,1,0,0,0,0,0,0
No-Guilt-Brownies-1563066,0,0,0,0,0,0,1,0,0,0,0,0,0
Nougat-Stuffed-Brownie-Bites-1679517,0,0,0,0,0,0,1,0,0,0,0,0,0
Nourished-Brownies-1262604,0,0,0,0,0,0,1,0,0,0,0,0,0
Nutella-Lava-Brownies-678169,0,0,0,0,0,0,1,0,0,0,0,0,0
Nutella-Salted-Shortbread-Brownies-489825,0,0,0,0,0,0,1,0,0,0,0,0,0
Oatmeal-Brownies-896924,0,0,0,0,0,0,1,0,0,0,0,0,0
Oh-So-Fudgey-Brownies-965391,0,0,0,0,0,0,1,0,0,0,0,0,0
Oh-So-Good-Brownies-769334,0,0,0,0,0,0,1,0,0,0,0,0,0
One-Bowl-Brownies-1514273,0,0,0,0,0,0,1,0,0,0,0,0,0
Ooey-Gooey-Dulce-de-Leche-Brownies-579855,0,0,0,0,0,0,1,0,0,0,0,0,0
Ooey-Gooey-Quadruple-Fudge-Brownies-1600393,0,0,0,0,0,0,1,0,0,0,0,0,0
Oreo-Brownies-From-Scratch-1594543,0,0,0,0,0,0,1,0,0,0,0,0,0
Oreo-Cream-Cheese-Brownies-970001,0,0,0,0,0,0,1,0,0,0,0,0,0
Oreo-Crunch-Brownies-with-a-Peanut-Butter-Chocolate-Frosting-1626221,0,0,0,0,0,0,1,0,0,0,0,0,0
Outrageous-Brownies-1221027,0,0,0,0,0,0,1,0,0,0,0,0,0
Outrageously-Peanutty-Snickers-Brownies-1156620,0,0,0,0,0,0,1,0,0,0,0,0,0
PB_J-Brownies-781371,0,0,0,0,0,0,1,0,0,0,0,0,0
PHILADELPHIA-Marble-Brownies-533517,0,0,0,0,0,0,1,0,0,0,0,0,0
Paleo-Banana-Brownies-1536334,0,0,0,0,0,0,1,0,0,0,0,0,0
Paleo-Hazelnut-Skillet-Brownie-for-Two-1002756,0,0,0,0,0,0,1,0,0,0,0,0,0
Peanut-Butter-Blondies-1026176,0,0,0,0,0,0,1,0,0,0,0,0,0
Peanut-Butter-Cup-Brownies-470005,0,0,0,0,0,0,1,0,0,0,0,0,0
Peanut-Butter-Cup-Crack-Brownies-1276419,0,0,0,0,0,0,1,0,0,0,0,0,0
Peanut-Butter-Nutella-Brownies-975349,0,0,0,0,0,0,1,0,0,0,0,0,0
Peanut-Butter-Smores-Brownies-519697,0,0,0,0,0,0,1,0,0,0,0,0,0
Peanut-Butter-Streusel-Brownies-489810,0,0,0,0,0,0,1,0,0,0,0,0,0
Peanut-Butter-Swirl-Brownies-1059573,0,0,0,0,0,0,1,0,0,0,0,0,0
Peanut-Butter-Swirl-Brownies-1310600,0,0,0,0,0,0,1,0,0,0,0,0,0
Peanut-Butter-Swirl-Brownies-483167,0,0,0,0,0,0,1,0,0,0,0,0,0
Peanut-Butter-Truffle-Brownies-1045724,0,0,0,0,0,0,1,0,0,0,0,0,0
Peanut-butter-fudge-brownie-trifle-333553,0,0,0,0,0,0,1,0,0,0,0,0,0
Peanutty-Brownie-Bars-1023625,0,0,0,0,0,0,1,0,0,0,0,0,0
Pecan-Brownie-Brittle-625737,0,0,0,0,0,0,1,0,0,0,0,0,0
Peppermint-Bark-Brownies-1391687,0,0,0,0,0,0,1,0,0,0,0,0,0
Peppermint-Brownies-1424560,0,0,0,0,0,0,1,0,0,0,0,0,0
Peppermint-Brownies-475322,0,0,0,0,0,0,1,0,0,0,0,0,0
Peppermint-Brownies-573844,0,0,0,0,0,0,1,0,0,0,0,0,0
Peppermint-Chocolate-Fudge-Brownies-With-Essential-Oils-1131833,0,0,0,0,0,0,1,0,0,0,0,0,0
Peppermint-Cloud-Brownies-607505,0,0,0,0,0,0,1,0,0,0,0,0,0
Peppermint-Frosted-Brownies-1366480,0,0,0,0,0,0,1,0,0,0,0,0,0
Peppermint-Patty-Brownies-Allrecipes,0,0,0,0,0,0,1,0,0,0,0,0,0
Perfect-Brownie-Cookie-1185310,0,0,0,0,0,0,1,0,0,0,0,0,0
Perfect-Brownie-Cookie-1583237,0,0,0,0,0,0,1,0,0,0,0,0,0
Perfect-Brownies-1207699,0,0,0,0,0,0,1,0,0,0,0,0,0
Perfect-Brownies-Martha-Stewart-196998,0,0,0,0,0,0,1,0,0,0,0,0,0
Perfect-Brownies-_For-that-Chocolate-_Fix__-1245613,0,0,0,0,0,0,1,0,0,0,0,0,0
Perfect-chocolate-brownies-371054,0,0,0,0,0,0,1,0,0,0,0,0,0
Popcorn-Brownies-1244374,0,0,0,0,0,0,1,1,0,0,0,0,0
Pumpkin-Brownies-1289353,0,0,0,0,0,0,1,0,0,0,0,0,0
Pumpkin-Brownies-1483716,0,0,0,0,0,0,1,0,0,0,0,0,0
Pumpkin-Brownies_-From-Scratch-1561272,0,0,0,0,0,0,1,0,0,0,0,0,0
Pumpkin-Cheesecake-Swirl-Brownies-461449,0,0,0,0,0,0,1,0,0,0,0,0,0
Pumpkin-Chocolate-Brownie_-1679563,0,0,0,0,0,0,1,0,0,0,0,0,0
Pumpkin-Swirl-Brownies-1336219,0,0,0,0,0,0,1,0,0,0,0,0,0
Quinoa-Brownies-991196,0,0,0,0,0,0,1,0,0,0,0,0,0
Rainbow-Cosmic-Brownie-Batter-Popsicle-1691100,0,0,0,0,0,0,1,0,0,0,0,0,0
Rainbow-and-Pot-of-Gold-Brownies-1535128,0,0,0,0,0,0,1,0,0,0,0,0,0
Raspberry-Cheesecake-Brownie-992066,0,0,0,0,0,0,1,0,0,0,0,0,0
Raspberry-Cheesecake-Brownies-1484709,0,0,0,0,0,0,1,0,0,0,0,0,0
Raspberry-Cheesecake-Brownies-1503959,0,0,0,0,0,0,1,0,0,0,0,0,0
Raspberry-Cheesecake-Swirl-Brownies-1511063,0,0,0,0,0,0,1,0,0,0,0,0,0
Raspberry-Mint-Brownies-1247752,0,0,0,0,0,0,1,0,0,0,0,0,0
Raspberry-Mocha-Brownies-1179888,0,0,0,0,0,0,1,0,0,0,0,0,0
Raspberry-Truffle-Brownies-473157,0,0,0,0,0,0,1,0,0,0,0,0,0
Raspberry_spiked-Chocolate-Brownies-Epicurious_1,0,0,0,0,0,0,1,0,0,0,0,0,0
Raw-Brownies-1507634,0,0,0,0,0,0,1,0,0,0,0,0,0
Raw-Hazelnut-_-Chai-Brownies-1279425,0,0,0,0,0,0,1,0,0,0,0,0,0
Raw-Vegan-Coconut-Brownies-1328202,0,0,0,0,0,0,1,0,0,0,0,0,0
Raw-Vegan-Healthy-Brownie-1009435,0,0,0,0,0,0,1,0,0,0,0,0,0
Red-Velvet-Brownies-1492412,0,0,0,0,0,0,1,0,0,0,0,0,0
Red-Velvet-Cheesecake-Brownies-1052092,0,0,0,0,0,0,1,0,0,0,0,0,0
Red-Velvet-Oreo-Truffle-Brownies-1017214,0,0,0,0,0,0,1,0,0,0,0,0,0
Red_-White-and-Blue-Candy-Topped-Brownies-1093247,0,0,0,0,0,0,1,0,0,0,0,0,0
Red_-White-and-Blue-Candy-Topped-Brownies-1545675,0,0,0,0,0,0,1,0,0,0,0,0,0
Reese_s-Cheesecake-Brownies-1018551,0,0,0,0,0,0,1,0,0,0,0,0,0
Reese_s-Peanut-Butter-Cup-Explosion-Brownies-1289086,0,0,0,0,0,0,1,0,0,0,0,0,0
Reeses-Peanut-Butter-Cup-Brownies-1523139,0,0,0,0,0,0,1,0,0,0,0,0,0
Resolution-Brownies-1190597,0,0,0,0,0,0,1,0,0,0,0,0,0
Rice-Krispie-_-Peanut-Butter-Cup-Brownies-489264,0,0,0,0,0,0,1,0,0,0,0,0,0
Rich-and-Gooey-Fudge-Brownies-1461706,0,0,0,0,0,0,1,0,0,0,0,0,0
Roasted-Cherry-Brownies-470770,0,0,0,0,0,0,1,0,0,0,0,0,0
Roasted-apples-n_-cream-caramel-topped-brownies-334841,0,0,0,0,0,0,1,0,0,0,0,0,0
Roberts-Fudgy-Brownies-by-barbmyers-992377,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocky-Road-Brownie-Cookies-1594874,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocky-Road-Brownies-442636,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocky-Road-Brownies-Martha-Stewart,0,0,0,0,0,0,1,0,0,0,0,0,0
Rolo-Brownie-Pizza-1202703,0,0,0,0,0,0,1,0,0,0,0,0,0
Rose-Bakery-Brownies-782461,0,0,0,0,0,0,1,0,0,0,0,0,0
S_mores-Brownies-757819,0,0,0,0,0,0,1,0,0,0,0,0,0
Salted-Caramel-Brownie-Bites-903037,0,0,0,0,0,0,1,0,0,0,0,0,0
Salted-Caramel-Brownies-1047966,0,0,0,0,0,0,1,0,0,0,0,0,0
Salted-Caramel-Chocolate-Brownies-1617233,0,0,0,0,0,0,1,0,0,0,0,0,0
Salted-Caramel-Stuffed-Fudgy-Brownies-1256312,0,0,0,0,0,0,1,0,0,0,0,0,0
Salted-Caramel-Twix-Brownies-770014,0,0,0,0,0,0,1,0,0,0,0,0,0
Salted-Caramel-_-Brownie-Trifle-1615815,0,0,0,0,0,0,1,0,0,0,0,0,0
Salted-Chocolate-Brownies-580832,0,0,0,0,0,0,1,0,0,0,0,0,0
Salted-Fudge-Brownies-489994,0,0,0,0,0,0,1,0,0,0,0,0,0
Salted-Olive-Oil-Brownies-1041073,0,0,0,0,0,0,1,0,0,0,0,0,0
Salty-Brownie-Tassies-489972,0,0,0,0,0,0,1,0,0,0,0,0,0
Samoa-Brownie-Bars-978764,0,0,0,0,0,0,1,0,0,0,0,0,0
Samoa-Brownies-1492899,0,0,0,0,0,0,1,0,0,0,0,0,0
Samoas-Brownies-1366905,0,0,0,0,0,0,1,0,0,0,0,0,0
Simply-Fudgy-Brownies-TasteOfHome,0,0,0,0,0,0,1,0,0,0,0,0,0
Skillet-Brownies-1059888,0,0,0,0,0,0,1,0,0,0,0,0,0
Skillet-Rocky-Road-Brownie-1613313,0,0,0,0,0,0,1,0,0,0,0,0,0
Skinny-3-Ingredient-Pumpkin-Spice-Brownies-1536691,0,0,0,0,0,0,1,0,0,0,0,0,0
Skinny-Brownies-624922,0,0,0,0,0,0,1,0,0,0,0,0,0
Skinny-Healthy-Brownies-_vegan_-986928,0,0,0,0,0,0,1,0,0,0,0,0,0
Slow-Cooker-Chocolate-Chip-Brownie-Cake-1612315,0,0,0,0,0,0,1,0,0,0,0,0,0
Slow-Cooker-Fudgy-Chocolate-Brownies-1579603,0,0,0,0,0,0,1,0,0,0,0,0,0
Slow-Cooker-Triple-Chocolate-Brownies-Martha-Stewart-195081,0,0,0,0,0,0,1,0,0,0,0,0,0
Small-Batch-Brownies-1594144,0,0,0,0,0,0,1,0,0,0,0,0,0
Small-Batch-Paleo-Almond-Flour-Brownies-with-Raspberries-1635480,0,0,0,0,0,0,1,0,0,0,0,0,0
Smores-Brownies-592444,0,0,0,0,0,0,1,0,0,0,0,0,0
Smores-Brownies-592723,0,0,0,0,0,0,1,0,0,0,0,0,0
Smores-Brownies-from-a-Mix-1213145,0,0,0,0,0,0,1,0,0,0,0,0,0
Snickers-Brownie-Football-633910,0,0,0,0,0,0,1,0,0,0,0,0,0
Snickers-Brownies-1471396,0,0,0,0,0,0,1,0,0,0,0,0,0
Snickers-Brownies-924245,0,0,0,0,0,0,1,0,0,0,0,0,0
Spicy-Brownies-1333988,0,0,0,0,0,0,1,0,0,0,0,0,0
Spring-celebration-brownies-370125,0,0,0,0,0,0,1,0,0,0,0,0,0
Star-Spangled-Brownie-Pizza-1201169,0,0,0,0,0,0,1,0,0,0,0,0,0
Strawberry-Marshmallow-Brownie-Sandwich-Cookies-1623834,0,0,0,0,0,0,1,0,0,0,0,0,0
Superfood-Brownies-1562788,0,0,0,0,0,0,1,0,0,0,0,0,0
Sweet-Potato-And-Dark-Chocolate-Brownies-1626327,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet-Potato-Brownies-676450,0,0,0,0,0,0,1,0,0,0,0,0,0
Sweet-Potato-Brownies-684718,0,0,0,0,0,0,1,0,0,0,0,0,0
Symphony-Brownies-1338158,0,0,0,0,0,0,1,0,0,0,0,0,0
TO-DIE-for-thin-mint-brownies-1499618,0,0,0,0,0,0,1,0,0,0,0,0,0
Tahini-Swirl-Brownies-555260,0,0,0,0,0,0,1,0,0,0,0,0,0
Terry_s-Chocolate-Orange-Brownies-1581109,0,0,0,0,0,0,1,0,0,0,0,0,0
The-Best-Brownie-Recipe-You-Will-Ever-Eat-1300300,0,0,0,0,0,0,1,0,0,0,0,0,0
The-Best-Brownies-1190842,0,0,0,0,0,0,1,0,0,0,0,0,0
The-Best-Ever-Outrageous-Brownies-1476661,0,0,0,0,0,0,1,0,0,0,0,0,0
The-Best-Fudgey-Brownies-1340148,0,0,0,0,0,0,1,0,0,0,0,0,0
The-Best-Fudgy_-Homemade-Dark-Chocolate-Brownies-From-Scratch-1174315,0,0,0,0,0,0,1,0,0,0,0,0,0
The-Best-Paleo-Brownies-_Gluten-Free-_-Grain-Free_-981128,0,0,0,0,0,0,1,0,0,0,0,0,0
The-Fudgiest-Brownies-1480261,0,0,0,0,0,0,1,0,0,0,0,0,0
The-Fudgiest-Brownies-on-Earth-1488715,0,0,0,0,0,0,1,0,0,0,0,0,0
The-Ultimate-Smores-Brownies-1563047,0,0,0,0,0,0,1,0,0,0,0,0,0
The-baked-brownie_-spiced-up-307223,0,0,0,0,0,0,1,0,0,0,0,0,0
Thin-Mint-Fudge-Brownies-1324994,0,0,0,0,0,0,1,0,0,0,0,0,0
Thin-Mint-Mississippi-Mud-Brownies-1017902,0,0,0,0,0,0,1,0,0,0,0,0,0
Thomas_s-Fudgy-Brownies-1615318,0,0,0,0,0,0,1,0,0,0,0,0,0
Throw-Together-Brownies-Allrecipes,0,0,0,0,0,0,1,0,0,0,0,0,0
Toffee-and-Chocolate-Chip-Brownies-1041329,0,0,0,0,0,0,1,0,0,0,0,0,0
Trick-or-Beet-Brownies-1367251,0,0,0,0,0,0,1,0,0,0,0,0,0
Triple-Chocolate-Brownie-Pie-471473,0,0,0,0,0,0,1,0,0,0,0,0,0
Triple-Chocolate-Brownies-1224882,0,0,0,0,0,0,1,0,0,0,0,0,0
Triple-Layer-Fudgy-Mint-Oreo-Brownies-483960,0,0,0,0,0,0,1,0,0,0,0,0,0
Triple-decker-peanut-butter-brownies-304962,0,0,0,0,0,0,1,0,0,0,0,0,0
Turtle-Fudge-Brownie-1394374,0,0,0,0,0,0,1,0,0,0,0,0,0
Turtle-Poke-Brownies-1535518,0,0,0,0,0,0,1,0,0,0,0,0,0
Twix-Truffle-Brownies-628711,0,0,0,0,0,0,1,0,0,0,0,0,0
Two-Bite-Gluten-Free-Brownies-684589,0,0,0,0,0,0,1,0,0,0,0,0,0
Two-Tone-Brownies-Allrecipes,0,0,0,0,0,0,1,0,0,0,0,0,0
Ultimate-Double-Chocolate-Brownies-with-Caramels-1127560,0,0,0,0,0,0,1,0,0,0,0,0,0
Ultimate-Homemade-Brownies-1479531,0,0,0,0,0,0,1,0,0,0,0,0,0
Ultra-Fudgy-Brownies-440150,0,0,0,0,0,0,1,0,0,0,0,0,0
Valentine-Heart-Brownies-1505681,0,0,0,0,0,0,1,0,0,0,0,0,0
Valentine_s-Day-Brownies-1082046,0,0,0,0,0,0,1,0,0,0,0,0,0
Valentines-Brownies-1376364,0,0,0,0,0,0,1,0,0,0,0,0,0
Valentines-Brownies-1493649,0,0,0,0,0,0,1,0,0,0,0,0,0
Vampire-Bite-Brownies-Halloween-1339373,0,0,0,0,0,0,1,0,0,0,0,0,0
Vanilla-Caramel-Brownie-1352943,0,0,0,0,0,0,1,0,0,0,0,0,0
Vanilla-Caramel-Brownies-488375,0,0,0,0,0,0,1,0,0,0,0,0,0
Vegan-Brownies-1170983,0,0,0,0,0,0,1,0,0,0,0,0,0
Vegan-No-Bake-Chocolate-Fudge-Brownies-1571628,0,0,0,0,0,0,1,0,0,0,0,0,0
Victory-Brownies-Allrecipes,0,0,0,0,0,0,1,0,0,0,0,0,0
Vintage-Brownie-Surprise-Cake-1066850,0,0,0,0,0,0,1,0,0,0,0,0,0
Walnut-Brownies-1613097,0,0,0,0,0,0,1,0,0,0,0,0,0
White-Chocolate-Blondie-Brownies-1607606,0,0,0,0,0,0,1,0,0,0,0,0,0
White-Chocolate-Chocolate-Chip-Brownies-1565006,0,0,0,0,0,0,1,0,0,0,0,0,0
White-Chocolate-Mousse-Brownie-Parfait-1623987,0,0,0,0,0,0,1,0,0,0,0,0,0
White-Chocolate-Oreo-Brownies-1239051,0,0,0,0,0,0,1,0,0,0,0,0,0
Whole-Wheat-Brownies-Martha-Stewart-193769,0,0,0,0,0,0,1,0,0,0,0,0,0
Whole-Wheat-Dark-Chocolate-Zucchini-Brownies-1635381,0,0,0,0,0,0,1,0,0,0,0,0,0
Zucchini-Brownies-1157914,0,0,0,0,0,0,1,0,0,0,0,0,0
Zucchini-Brownies-1230645,0,0,0,0,0,0,1,0,0,0,0,0,0
Zucchini-Brownies-1285157,0,0,0,0,0,0,1,0,0,0,0,0,0
Zucchini-Brownies-1606285,0,0,0,0,0,0,1,0,0,0,0,0,0
_-Double-Decker-Brownies-1103350,0,0,0,0,0,0,1,0,0,0,0,0,0
